sample	type	group	mut_ct
OP215252	APOBEC3	Outbreak Global	55
OP215252	NON-APOBEC	Outbreak Global	10
OP215253	APOBEC3	Outbreak Global	53
OP215253	NON-APOBEC	Outbreak Global	9
OP215254	APOBEC3	Outbreak Global	53
OP215254	NON-APOBEC	Outbreak Global	9
OP215255	APOBEC3	Outbreak Global	55
OP215255	NON-APOBEC	Outbreak Global	10
OP215256	APOBEC3	Outbreak Global	56
OP215256	NON-APOBEC	Outbreak Global	10
OP215257	APOBEC3	Outbreak Global	55
OP215257	NON-APOBEC	Outbreak Global	9
OP215258	APOBEC3	Outbreak Global	53
OP215258	NON-APOBEC	Outbreak Global	9
OP215259	APOBEC3	Outbreak Global	54
OP215259	NON-APOBEC	Outbreak Global	9
OP215260	APOBEC3	Outbreak Global	56
OP215260	NON-APOBEC	Outbreak Global	9
OP215261	APOBEC3	Outbreak Global	54
OP215261	NON-APOBEC	Outbreak Global	9
OP215262	APOBEC3	Outbreak Global	54
OP215262	NON-APOBEC	Outbreak Global	10
OP215263	APOBEC3	Outbreak Global	53
OP215263	NON-APOBEC	Outbreak Global	9
OP215264	APOBEC3	Outbreak Global	53
OP215264	NON-APOBEC	Outbreak Global	9
OP215265	APOBEC3	Outbreak Global	55
OP215265	NON-APOBEC	Outbreak Global	9
OP215266	APOBEC3	Outbreak Global	53
OP215266	NON-APOBEC	Outbreak Global	9
OP215267	APOBEC3	Outbreak Global	56
OP215267	NON-APOBEC	Outbreak Global	10
OP215268	APOBEC3	Outbreak Global	53
OP215268	NON-APOBEC	Outbreak Global	10
OP215269	APOBEC3	Outbreak Global	53
OP215269	NON-APOBEC	Outbreak Global	9
OP215270	APOBEC3	Outbreak Global	53
OP215270	NON-APOBEC	Outbreak Global	9
OP215271	APOBEC3	Outbreak Global	55
OP215271	NON-APOBEC	Outbreak Global	9
OP215272	APOBEC3	Outbreak Global	54
OP215272	NON-APOBEC	Outbreak Global	10
OP215273	APOBEC3	Outbreak Global	59
OP215273	NON-APOBEC	Outbreak Global	9
OP215274	APOBEC3	Outbreak Global	57
OP215274	NON-APOBEC	Outbreak Global	9
OP215275	APOBEC3	Outbreak Global	53
OP215275	NON-APOBEC	Outbreak Global	9
OP215276	APOBEC3	Outbreak Global	57
OP215276	NON-APOBEC	Outbreak Global	11
OP215277	APOBEC3	Outbreak Global	56
OP215277	NON-APOBEC	Outbreak Global	9
OP215278	APOBEC3	Outbreak Global	54
OP215278	NON-APOBEC	Outbreak Global	10
OP215279	APOBEC3	Outbreak Global	56
OP215279	NON-APOBEC	Outbreak Global	10
OP215280	APOBEC3	Outbreak Global	57
OP215280	NON-APOBEC	Outbreak Global	9
OP215281	APOBEC3	Outbreak Global	53
OP215281	NON-APOBEC	Outbreak Global	9
OP215282	APOBEC3	Outbreak Global	53
OP215282	NON-APOBEC	Outbreak Global	9
OP215283	APOBEC3	Outbreak Global	54
OP215283	NON-APOBEC	Outbreak Global	9
OP215284	APOBEC3	Outbreak Global	53
OP215284	NON-APOBEC	Outbreak Global	9
OP215285	APOBEC3	Outbreak Global	53
OP215285	NON-APOBEC	Outbreak Global	9
OP215286	APOBEC3	Outbreak Global	53
OP215286	NON-APOBEC	Outbreak Global	9
OP215287	APOBEC3	Outbreak Global	53
OP215287	NON-APOBEC	Outbreak Global	10
OP215288	APOBEC3	Outbreak Global	59
OP215288	NON-APOBEC	Outbreak Global	9
OP225961	APOBEC3	Outbreak Global	54
OP225961	NON-APOBEC	Outbreak Global	9
OP225962	APOBEC3	Outbreak Global	55
OP225962	NON-APOBEC	Outbreak Global	9
OP225963	APOBEC3	Outbreak Global	54
OP225963	NON-APOBEC	Outbreak Global	9
OP225964	APOBEC3	Outbreak Global	56
OP225964	NON-APOBEC	Outbreak Global	10
OP225965	APOBEC3	Outbreak Global	56
OP225965	NON-APOBEC	Outbreak Global	9
OP225966	APOBEC3	Outbreak Global	56
OP225966	NON-APOBEC	Outbreak Global	9
OP225967	APOBEC3	Outbreak Global	56
OP225967	NON-APOBEC	Outbreak Global	9
OP225968	APOBEC3	Outbreak Global	54
OP225968	NON-APOBEC	Outbreak Global	9
OP225969	APOBEC3	Outbreak Global	53
OP225969	NON-APOBEC	Outbreak Global	9
OP245306	APOBEC3	Outbreak Global	50
OP245306	NON-APOBEC	Outbreak Global	9
OP245307	APOBEC3	Outbreak Global	56
OP245307	NON-APOBEC	Outbreak Global	9
OP245308	APOBEC3	Outbreak Global	53
OP245308	NON-APOBEC	Outbreak Global	9
OP245309	APOBEC3	Outbreak Global	56
OP245309	NON-APOBEC	Outbreak Global	9
OP245311	APOBEC3	Outbreak Global	50
OP245311	NON-APOBEC	Outbreak Global	9
OP245313	APOBEC3	Outbreak Global	53
OP245313	NON-APOBEC	Outbreak Global	9
OP245314	APOBEC3	Outbreak Global	55
OP245314	NON-APOBEC	Outbreak Global	9
OP245315	APOBEC3	Outbreak Global	53
OP245315	NON-APOBEC	Outbreak Global	9
OP245316	APOBEC3	Outbreak Global	52
OP245316	NON-APOBEC	Outbreak Global	9
OP245317	APOBEC3	Outbreak Global	53
OP245317	NON-APOBEC	Outbreak Global	9
OP245318	APOBEC3	Outbreak Global	54
OP245318	NON-APOBEC	Outbreak Global	9
OP245319	APOBEC3	Outbreak Global	53
OP245319	NON-APOBEC	Outbreak Global	9
OP245320	APOBEC3	Outbreak Global	52
OP245320	NON-APOBEC	Outbreak Global	9
OP245321	APOBEC3	Outbreak Global	55
OP245321	NON-APOBEC	Outbreak Global	10
OP245322	APOBEC3	Outbreak Global	55
OP245322	NON-APOBEC	Outbreak Global	9
OP245323	APOBEC3	Outbreak Global	53
OP245323	NON-APOBEC	Outbreak Global	9
OP245324	APOBEC3	Outbreak Global	53
OP245324	NON-APOBEC	Outbreak Global	9
OP245325	APOBEC3	Outbreak Global	55
OP245325	NON-APOBEC	Outbreak Global	10
OP245326	APOBEC3	Outbreak Global	52
OP245326	NON-APOBEC	Outbreak Global	9
OP245327	APOBEC3	Outbreak Global	53
OP245327	NON-APOBEC	Outbreak Global	9
OP245328	APOBEC3	Outbreak Global	53
OP245328	NON-APOBEC	Outbreak Global	9
OP245329	APOBEC3	Outbreak Global	53
OP245329	NON-APOBEC	Outbreak Global	9
OP245330	APOBEC3	Outbreak Global	54
OP245330	NON-APOBEC	Outbreak Global	10
OP245331	APOBEC3	Outbreak Global	53
OP245331	NON-APOBEC	Outbreak Global	9
OP245332	APOBEC3	Outbreak Global	53
OP245332	NON-APOBEC	Outbreak Global	9
OP245333	APOBEC3	Outbreak Global	55
OP245333	NON-APOBEC	Outbreak Global	9
OP245334	APOBEC3	Outbreak Global	55
OP245334	NON-APOBEC	Outbreak Global	9
OP245335	APOBEC3	Outbreak Global	48
OP245335	NON-APOBEC	Outbreak Global	9
OP245336	APOBEC3	Outbreak Global	52
OP245336	NON-APOBEC	Outbreak Global	9
OP245337	APOBEC3	Outbreak Global	52
OP245337	NON-APOBEC	Outbreak Global	9
OP245339	APOBEC3	Outbreak Global	53
OP245339	NON-APOBEC	Outbreak Global	9
OP245341	APOBEC3	Outbreak Global	52
OP245341	NON-APOBEC	Outbreak Global	9
OP245342	APOBEC3	Outbreak Global	54
OP245342	NON-APOBEC	Outbreak Global	9
OP245343	APOBEC3	Outbreak Global	52
OP245343	NON-APOBEC	Outbreak Global	9
OP245344	APOBEC3	Outbreak Global	53
OP245344	NON-APOBEC	Outbreak Global	9
OP245345	APOBEC3	Outbreak Global	53
OP245345	NON-APOBEC	Outbreak Global	9
OP245346	APOBEC3	Outbreak Global	50
OP245346	NON-APOBEC	Outbreak Global	9
OP245348	APOBEC3	Outbreak Global	55
OP245348	NON-APOBEC	Outbreak Global	10
OP245349	APOBEC3	Outbreak Global	55
OP245349	NON-APOBEC	Outbreak Global	9
OP245350	APOBEC3	Outbreak Global	53
OP245350	NON-APOBEC	Outbreak Global	9
OP245351	APOBEC3	Outbreak Global	53
OP245351	NON-APOBEC	Outbreak Global	9
OP245352	APOBEC3	Outbreak Global	52
OP245352	NON-APOBEC	Outbreak Global	9
OP245353	APOBEC3	Outbreak Global	52
OP245353	NON-APOBEC	Outbreak Global	9
OP245354	APOBEC3	Outbreak Global	53
OP245354	NON-APOBEC	Outbreak Global	9
OP245355	APOBEC3	Outbreak Global	55
OP245355	NON-APOBEC	Outbreak Global	10
OP245357	APOBEC3	Outbreak Global	56
OP245357	NON-APOBEC	Outbreak Global	9
OP245358	APOBEC3	Outbreak Global	53
OP245358	NON-APOBEC	Outbreak Global	9
OP245359	APOBEC3	Outbreak Global	52
OP245359	NON-APOBEC	Outbreak Global	9
OP245360	APOBEC3	Outbreak Global	55
OP245360	NON-APOBEC	Outbreak Global	9
OP245361	APOBEC3	Outbreak Global	53
OP245361	NON-APOBEC	Outbreak Global	9
OP257243	APOBEC3	Outbreak Global	59
OP257243	NON-APOBEC	Outbreak Global	9
OP257244	APOBEC3	Outbreak Global	53
OP257244	NON-APOBEC	Outbreak Global	9
OP257245	APOBEC3	Outbreak Global	53
OP257245	NON-APOBEC	Outbreak Global	9
OP257246	APOBEC3	Outbreak Global	53
OP257246	NON-APOBEC	Outbreak Global	9
OP257247	APOBEC3	Outbreak Global	53
OP257247	NON-APOBEC	Outbreak Global	13
OP257248	APOBEC3	Outbreak Global	55
OP257248	NON-APOBEC	Outbreak Global	10
OP257249	APOBEC3	Outbreak Global	53
OP257249	NON-APOBEC	Outbreak Global	9
OP257250	APOBEC3	Outbreak Global	56
OP257250	NON-APOBEC	Outbreak Global	10
OP257251	APOBEC3	Outbreak Global	54
OP257251	NON-APOBEC	Outbreak Global	10
OP257252	APOBEC3	Outbreak Global	53
OP257252	NON-APOBEC	Outbreak Global	9
OP257253	APOBEC3	Outbreak Global	53
OP257253	NON-APOBEC	Outbreak Global	9
OP257254	APOBEC3	Outbreak Global	55
OP257254	NON-APOBEC	Outbreak Global	9
OP257255	APOBEC3	Outbreak Global	53
OP257255	NON-APOBEC	Outbreak Global	10
OP257256	APOBEC3	Outbreak Global	53
OP257256	NON-APOBEC	Outbreak Global	10
OP257257	APOBEC3	Outbreak Global	53
OP257257	NON-APOBEC	Outbreak Global	10
OP257258	APOBEC3	Outbreak Global	59
OP257258	NON-APOBEC	Outbreak Global	9
OP257259	APOBEC3	Outbreak Global	56
OP257259	NON-APOBEC	Outbreak Global	10
OP257260	APOBEC3	Outbreak Global	53
OP257260	NON-APOBEC	Outbreak Global	9
OP257261	APOBEC3	Outbreak Global	53
OP257261	NON-APOBEC	Outbreak Global	9
OP257262	APOBEC3	Outbreak Global	59
OP257262	NON-APOBEC	Outbreak Global	9
OP257263	APOBEC3	Outbreak Global	53
OP257263	NON-APOBEC	Outbreak Global	9
OP257264	APOBEC3	Outbreak Global	53
OP257264	NON-APOBEC	Outbreak Global	9
OP257265	APOBEC3	Outbreak Global	53
OP257265	NON-APOBEC	Outbreak Global	9
OP257266	APOBEC3	Outbreak Global	53
OP257266	NON-APOBEC	Outbreak Global	9
OP257267	APOBEC3	Outbreak Global	57
OP257267	NON-APOBEC	Outbreak Global	9
OP263626	APOBEC3	Outbreak Global	53
OP263626	NON-APOBEC	Outbreak Global	9
OP263627	APOBEC3	Outbreak Global	53
OP263627	NON-APOBEC	Outbreak Global	9
OP263628	APOBEC3	Outbreak Global	54
OP263628	NON-APOBEC	Outbreak Global	9
OP263629	APOBEC3	Outbreak Global	53
OP263629	NON-APOBEC	Outbreak Global	9
OP263630	APOBEC3	Outbreak Global	54
OP263630	NON-APOBEC	Outbreak Global	10
OP263631	APOBEC3	Outbreak Global	54
OP263631	NON-APOBEC	Outbreak Global	9
OP263632	APOBEC3	Outbreak Global	53
OP263632	NON-APOBEC	Outbreak Global	9
OP263633	APOBEC3	Outbreak Global	55
OP263633	NON-APOBEC	Outbreak Global	9
OP263634	APOBEC3	Outbreak Global	54
OP263634	NON-APOBEC	Outbreak Global	9
OP263635	APOBEC3	Outbreak Global	53
OP263635	NON-APOBEC	Outbreak Global	9
OP263636	APOBEC3	Outbreak Global	57
OP263636	NON-APOBEC	Outbreak Global	9
OP270022	APOBEC3	Outbreak Global	57
OP270022	NON-APOBEC	Outbreak Global	10
OP270023	APOBEC3	Outbreak Global	54
OP270023	NON-APOBEC	Outbreak Global	9
OP270024	APOBEC3	Outbreak Global	54
OP270024	NON-APOBEC	Outbreak Global	9
OP270026	APOBEC3	Outbreak Global	55
OP270026	NON-APOBEC	Outbreak Global	9
OP270027	APOBEC3	Outbreak Global	55
OP270027	NON-APOBEC	Outbreak Global	9
OP270028	APOBEC3	Outbreak Global	55
OP270028	NON-APOBEC	Outbreak Global	9
OP270029	APOBEC3	Outbreak Global	54
OP270029	NON-APOBEC	Outbreak Global	8
OP270471	APOBEC3	Outbreak Global	53
OP270471	NON-APOBEC	Outbreak Global	10
OP270472	APOBEC3	Outbreak Global	56
OP270472	NON-APOBEC	Outbreak Global	9
OP270473	APOBEC3	Outbreak Global	54
OP270473	NON-APOBEC	Outbreak Global	10
OP270474	APOBEC3	Outbreak Global	57
OP270474	NON-APOBEC	Outbreak Global	9
OP270475	APOBEC3	Outbreak Global	57
OP270475	NON-APOBEC	Outbreak Global	9
OP270476	APOBEC3	Outbreak Global	55
OP270476	NON-APOBEC	Outbreak Global	9
OP270477	APOBEC3	Outbreak Global	57
OP270477	NON-APOBEC	Outbreak Global	9
OP279033	APOBEC3	Outbreak Global	56
OP279033	NON-APOBEC	Outbreak Global	9
OP279034	APOBEC3	Outbreak Global	56
OP279034	NON-APOBEC	Outbreak Global	9
OP279035	APOBEC3	Outbreak Global	58
OP279035	NON-APOBEC	Outbreak Global	9
OP279039	APOBEC3	Outbreak Global	57
OP279039	NON-APOBEC	Outbreak Global	9
OP279041	APOBEC3	Outbreak Global	55
OP279041	NON-APOBEC	Outbreak Global	10
OP279042	APOBEC3	Outbreak Global	57
OP279042	NON-APOBEC	Outbreak Global	10
OP279043	APOBEC3	Outbreak Global	58
OP279043	NON-APOBEC	Outbreak Global	9
OP279044	APOBEC3	Outbreak Global	55
OP279044	NON-APOBEC	Outbreak Global	10
OP279045	APOBEC3	Outbreak Global	58
OP279045	NON-APOBEC	Outbreak Global	9
OP279046	APOBEC3	Outbreak Global	54
OP279046	NON-APOBEC	Outbreak Global	9
OP279047	APOBEC3	Outbreak Global	55
OP279047	NON-APOBEC	Outbreak Global	10
OP279048	APOBEC3	Outbreak Global	58
OP279048	NON-APOBEC	Outbreak Global	9
OP289782	APOBEC3	Outbreak Global	53
OP289782	NON-APOBEC	Outbreak Global	9
OP289783	APOBEC3	Outbreak Global	53
OP289783	NON-APOBEC	Outbreak Global	9
OP295382	APOBEC3	Outbreak Global	54
OP295382	NON-APOBEC	Outbreak Global	9
OP295383	APOBEC3	Outbreak Global	55
OP295383	NON-APOBEC	Outbreak Global	10
OP303778	APOBEC3	Outbreak Global	57
OP303778	NON-APOBEC	Outbreak Global	11
OP303779	APOBEC3	Outbreak Global	57
OP303779	NON-APOBEC	Outbreak Global	11
OP303780	APOBEC3	Outbreak Global	57
OP303780	NON-APOBEC	Outbreak Global	10
OP303781	APOBEC3	Outbreak Global	57
OP303781	NON-APOBEC	Outbreak Global	11
OP303782	APOBEC3	Outbreak Global	57
OP303782	NON-APOBEC	Outbreak Global	10
OP303783	APOBEC3	Outbreak Global	56
OP303783	NON-APOBEC	Outbreak Global	9
OP303784	APOBEC3	Outbreak Global	53
OP303784	NON-APOBEC	Outbreak Global	9
OP303785	APOBEC3	Outbreak Global	53
OP303785	NON-APOBEC	Outbreak Global	10
OP303786	APOBEC3	Outbreak Global	55
OP303786	NON-APOBEC	Outbreak Global	9
OP303787	APOBEC3	Outbreak Global	53
OP303787	NON-APOBEC	Outbreak Global	9
OP303788	APOBEC3	Outbreak Global	56
OP303788	NON-APOBEC	Outbreak Global	9
OP303790	APOBEC3	Outbreak Global	54
OP303790	NON-APOBEC	Outbreak Global	9
OP303791	APOBEC3	Outbreak Global	58
OP303791	NON-APOBEC	Outbreak Global	10
OP303792	APOBEC3	Outbreak Global	58
OP303792	NON-APOBEC	Outbreak Global	10
OP303795	APOBEC3	Outbreak Global	56
OP303795	NON-APOBEC	Outbreak Global	10
OP303797	APOBEC3	Outbreak Global	54
OP303797	NON-APOBEC	Outbreak Global	9
OP310038	APOBEC3	Outbreak Global	56
OP310038	NON-APOBEC	Outbreak Global	10
OP310039	APOBEC3	Outbreak Global	54
OP310039	NON-APOBEC	Outbreak Global	9
OP310040	APOBEC3	Outbreak Global	53
OP310040	NON-APOBEC	Outbreak Global	9
OP310041	APOBEC3	Outbreak Global	54
OP310041	NON-APOBEC	Outbreak Global	10
OP310042	APOBEC3	Outbreak Global	53
OP310042	NON-APOBEC	Outbreak Global	10
OP310043	APOBEC3	Outbreak Global	53
OP310043	NON-APOBEC	Outbreak Global	9
OP310044	APOBEC3	Outbreak Global	53
OP310044	NON-APOBEC	Outbreak Global	9
OP310045	APOBEC3	Outbreak Global	56
OP310045	NON-APOBEC	Outbreak Global	10
OP310046	APOBEC3	Outbreak Global	55
OP310046	NON-APOBEC	Outbreak Global	10
OP310047	APOBEC3	Outbreak Global	53
OP310047	NON-APOBEC	Outbreak Global	9
OP310048	APOBEC3	Outbreak Global	54
OP310048	NON-APOBEC	Outbreak Global	9
OP310049	APOBEC3	Outbreak Global	54
OP310049	NON-APOBEC	Outbreak Global	10
OP310050	APOBEC3	Outbreak Global	55
OP310050	NON-APOBEC	Outbreak Global	9
OP310051	APOBEC3	Outbreak Global	53
OP310051	NON-APOBEC	Outbreak Global	9
OP310052	APOBEC3	Outbreak Global	56
OP310052	NON-APOBEC	Outbreak Global	10
OP310053	APOBEC3	Outbreak Global	55
OP310053	NON-APOBEC	Outbreak Global	9
OP310054	APOBEC3	Outbreak Global	54
OP310054	NON-APOBEC	Outbreak Global	10
OP310055	APOBEC3	Outbreak Global	53
OP310055	NON-APOBEC	Outbreak Global	10
OP310056	APOBEC3	Outbreak Global	53
OP310056	NON-APOBEC	Outbreak Global	9
OP310057	APOBEC3	Outbreak Global	53
OP310057	NON-APOBEC	Outbreak Global	9
OP310058	APOBEC3	Outbreak Global	54
OP310058	NON-APOBEC	Outbreak Global	10
OP310059	APOBEC3	Outbreak Global	53
OP310059	NON-APOBEC	Outbreak Global	9
OP310060	APOBEC3	Outbreak Global	53
OP310060	NON-APOBEC	Outbreak Global	10
OP310061	APOBEC3	Outbreak Global	53
OP310061	NON-APOBEC	Outbreak Global	10
OP310062	APOBEC3	Outbreak Global	53
OP310062	NON-APOBEC	Outbreak Global	9
OP310063	APOBEC3	Outbreak Global	54
OP310063	NON-APOBEC	Outbreak Global	10
OP310064	APOBEC3	Outbreak Global	53
OP310064	NON-APOBEC	Outbreak Global	9
OP310065	APOBEC3	Outbreak Global	56
OP310065	NON-APOBEC	Outbreak Global	9
OP310066	APOBEC3	Outbreak Global	54
OP310066	NON-APOBEC	Outbreak Global	9
OP310067	APOBEC3	Outbreak Global	55
OP310067	NON-APOBEC	Outbreak Global	9
OP310068	APOBEC3	Outbreak Global	53
OP310068	NON-APOBEC	Outbreak Global	9
OP310069	APOBEC3	Outbreak Global	53
OP310069	NON-APOBEC	Outbreak Global	9
OP314957	APOBEC3	Outbreak Global	56
OP314957	NON-APOBEC	Outbreak Global	10
OP314958	APOBEC3	Outbreak Global	57
OP314958	NON-APOBEC	Outbreak Global	10
OP314959	APOBEC3	Outbreak Global	54
OP314959	NON-APOBEC	Outbreak Global	9
OP314960	APOBEC3	Outbreak Global	56
OP314960	NON-APOBEC	Outbreak Global	10
OP314961	APOBEC3	Outbreak Global	59
OP314961	NON-APOBEC	Outbreak Global	9
OP320548	APOBEC3	Outbreak Global	53
OP320548	NON-APOBEC	Outbreak Global	9
OP320549	APOBEC3	Outbreak Global	53
OP320549	NON-APOBEC	Outbreak Global	9
OP320550	APOBEC3	Outbreak Global	53
OP320550	NON-APOBEC	Outbreak Global	9
OP320551	APOBEC3	Outbreak Global	53
OP320551	NON-APOBEC	Outbreak Global	9
OP320552	APOBEC3	Outbreak Global	53
OP320552	NON-APOBEC	Outbreak Global	9
OP320553	APOBEC3	Outbreak Global	53
OP320553	NON-APOBEC	Outbreak Global	9
OP320554	APOBEC3	Outbreak Global	54
OP320554	NON-APOBEC	Outbreak Global	9
OP320555	APOBEC3	Outbreak Global	53
OP320555	NON-APOBEC	Outbreak Global	9
OP324453	APOBEC3	Outbreak Global	54
OP324453	NON-APOBEC	Outbreak Global	9
OP324454	APOBEC3	Outbreak Global	53
OP324454	NON-APOBEC	Outbreak Global	9
OP324455	APOBEC3	Outbreak Global	55
OP324455	NON-APOBEC	Outbreak Global	9
OP324456	APOBEC3	Outbreak Global	53
OP324456	NON-APOBEC	Outbreak Global	9
OP324457	APOBEC3	Outbreak Global	54
OP324457	NON-APOBEC	Outbreak Global	9
OP324458	APOBEC3	Outbreak Global	53
OP324458	NON-APOBEC	Outbreak Global	9
OP324459	APOBEC3	Outbreak Global	52
OP324459	NON-APOBEC	Outbreak Global	9
OP324460	APOBEC3	Outbreak Global	52
OP324460	NON-APOBEC	Outbreak Global	9
OP324462	APOBEC3	Outbreak Global	53
OP324462	NON-APOBEC	Outbreak Global	9
OP324463	APOBEC3	Outbreak Global	55
OP324463	NON-APOBEC	Outbreak Global	9
OP324464	APOBEC3	Outbreak Global	55
OP324464	NON-APOBEC	Outbreak Global	9
OP324465	APOBEC3	Outbreak Global	52
OP324465	NON-APOBEC	Outbreak Global	9
OP324466	APOBEC3	Outbreak Global	53
OP324466	NON-APOBEC	Outbreak Global	9
OP324467	APOBEC3	Outbreak Global	52
OP324467	NON-APOBEC	Outbreak Global	9
OP324468	APOBEC3	Outbreak Global	51
OP324468	NON-APOBEC	Outbreak Global	9
OP324469	APOBEC3	Outbreak Global	52
OP324469	NON-APOBEC	Outbreak Global	9
OP324470	APOBEC3	Outbreak Global	52
OP324470	NON-APOBEC	Outbreak Global	9
OP324471	APOBEC3	Outbreak Global	52
OP324471	NON-APOBEC	Outbreak Global	9
OP324472	APOBEC3	Outbreak Global	52
OP324472	NON-APOBEC	Outbreak Global	9
OP324473	APOBEC3	Outbreak Global	55
OP324473	NON-APOBEC	Outbreak Global	9
OP324474	APOBEC3	Outbreak Global	52
OP324474	NON-APOBEC	Outbreak Global	9
OP324475	APOBEC3	Outbreak Global	52
OP324475	NON-APOBEC	Outbreak Global	9
OP324476	APOBEC3	Outbreak Global	54
OP324476	NON-APOBEC	Outbreak Global	9
OP324477	APOBEC3	Outbreak Global	53
OP324477	NON-APOBEC	Outbreak Global	9
OP324478	APOBEC3	Outbreak Global	52
OP324478	NON-APOBEC	Outbreak Global	9
OP324479	APOBEC3	Outbreak Global	54
OP324479	NON-APOBEC	Outbreak Global	9
OP324480	APOBEC3	Outbreak Global	53
OP324480	NON-APOBEC	Outbreak Global	9
OP324481	APOBEC3	Outbreak Global	53
OP324481	NON-APOBEC	Outbreak Global	9
OP324482	APOBEC3	Outbreak Global	52
OP324482	NON-APOBEC	Outbreak Global	9
OP324483	APOBEC3	Outbreak Global	51
OP324483	NON-APOBEC	Outbreak Global	9
OP324484	APOBEC3	Outbreak Global	52
OP324484	NON-APOBEC	Outbreak Global	9
OP324485	APOBEC3	Outbreak Global	53
OP324485	NON-APOBEC	Outbreak Global	9
OP324486	APOBEC3	Outbreak Global	53
OP324486	NON-APOBEC	Outbreak Global	9
OP324487	APOBEC3	Outbreak Global	51
OP324487	NON-APOBEC	Outbreak Global	9
OP324488	APOBEC3	Outbreak Global	52
OP324488	NON-APOBEC	Outbreak Global	9
OP324489	APOBEC3	Outbreak Global	54
OP324489	NON-APOBEC	Outbreak Global	9
OP324490	APOBEC3	Outbreak Global	52
OP324490	NON-APOBEC	Outbreak Global	9
OP324491	APOBEC3	Outbreak Global	52
OP324491	NON-APOBEC	Outbreak Global	9
OP324492	APOBEC3	Outbreak Global	52
OP324492	NON-APOBEC	Outbreak Global	9
OP324493	APOBEC3	Outbreak Global	56
OP324493	NON-APOBEC	Outbreak Global	9
OP324494	APOBEC3	Outbreak Global	53
OP324494	NON-APOBEC	Outbreak Global	9
OP324495	APOBEC3	Outbreak Global	52
OP324495	NON-APOBEC	Outbreak Global	9
OP324496	APOBEC3	Outbreak Global	53
OP324496	NON-APOBEC	Outbreak Global	9
OP324497	APOBEC3	Outbreak Global	52
OP324497	NON-APOBEC	Outbreak Global	9
OP324498	APOBEC3	Outbreak Global	56
OP324498	NON-APOBEC	Outbreak Global	9
OP324499	APOBEC3	Outbreak Global	52
OP324499	NON-APOBEC	Outbreak Global	9
OP324500	APOBEC3	Outbreak Global	51
OP324500	NON-APOBEC	Outbreak Global	9
OP324501	APOBEC3	Outbreak Global	53
OP324501	NON-APOBEC	Outbreak Global	9
OP324502	APOBEC3	Outbreak Global	53
OP324502	NON-APOBEC	Outbreak Global	9
OP324503	APOBEC3	Outbreak Global	54
OP324503	NON-APOBEC	Outbreak Global	9
OP324504	APOBEC3	Outbreak Global	53
OP324504	NON-APOBEC	Outbreak Global	9
OP324505	APOBEC3	Outbreak Global	54
OP324505	NON-APOBEC	Outbreak Global	9
OP324506	APOBEC3	Outbreak Global	56
OP324506	NON-APOBEC	Outbreak Global	9
OP324507	APOBEC3	Outbreak Global	53
OP324507	NON-APOBEC	Outbreak Global	9
OP324508	APOBEC3	Outbreak Global	53
OP324508	NON-APOBEC	Outbreak Global	9
OP324509	APOBEC3	Outbreak Global	51
OP324509	NON-APOBEC	Outbreak Global	9
OP324510	APOBEC3	Outbreak Global	53
OP324510	NON-APOBEC	Outbreak Global	9
OP324512	APOBEC3	Outbreak Global	52
OP324512	NON-APOBEC	Outbreak Global	9
OP324513	APOBEC3	Outbreak Global	53
OP324513	NON-APOBEC	Outbreak Global	9
OP324514	APOBEC3	Outbreak Global	52
OP324514	NON-APOBEC	Outbreak Global	9
OP324515	APOBEC3	Outbreak Global	52
OP324515	NON-APOBEC	Outbreak Global	9
OP324516	APOBEC3	Outbreak Global	51
OP324516	NON-APOBEC	Outbreak Global	9
OP324517	APOBEC3	Outbreak Global	52
OP324517	NON-APOBEC	Outbreak Global	9
OP324518	APOBEC3	Outbreak Global	52
OP324518	NON-APOBEC	Outbreak Global	9
OP324519	APOBEC3	Outbreak Global	52
OP324519	NON-APOBEC	Outbreak Global	9
OP324520	APOBEC3	Outbreak Global	52
OP324520	NON-APOBEC	Outbreak Global	9
OP324521	APOBEC3	Outbreak Global	52
OP324521	NON-APOBEC	Outbreak Global	9
OP324522	APOBEC3	Outbreak Global	54
OP324522	NON-APOBEC	Outbreak Global	9
OP324523	APOBEC3	Outbreak Global	53
OP324523	NON-APOBEC	Outbreak Global	9
OP324524	APOBEC3	Outbreak Global	53
OP324524	NON-APOBEC	Outbreak Global	9
OP324525	APOBEC3	Outbreak Global	55
OP324525	NON-APOBEC	Outbreak Global	9
OP324527	APOBEC3	Outbreak Global	53
OP324527	NON-APOBEC	Outbreak Global	9
OP324528	APOBEC3	Outbreak Global	53
OP324528	NON-APOBEC	Outbreak Global	9
OP324529	APOBEC3	Outbreak Global	52
OP324529	NON-APOBEC	Outbreak Global	9
OP324530	APOBEC3	Outbreak Global	52
OP324530	NON-APOBEC	Outbreak Global	9
OP324532	APOBEC3	Outbreak Global	52
OP324532	NON-APOBEC	Outbreak Global	9
OP324533	APOBEC3	Outbreak Global	54
OP324533	NON-APOBEC	Outbreak Global	9
OP324534	APOBEC3	Outbreak Global	53
OP324534	NON-APOBEC	Outbreak Global	9
OP324536	APOBEC3	Outbreak Global	53
OP324536	NON-APOBEC	Outbreak Global	9
OP324538	APOBEC3	Outbreak Global	54
OP324538	NON-APOBEC	Outbreak Global	9
OP324539	APOBEC3	Outbreak Global	50
OP324539	NON-APOBEC	Outbreak Global	9
